CYP2D6 Diplotype	Gaedigk Activity Score (formula)	Coded Genotype/Phenotype Summary	EHR Priority Result Notation
*1x2/*35xN>2	>4	CYP2D6 Ultrarapid Metabolizer 	Abnormal/Priority/High Risk
*1x2/*45xN>2	>4	CYP2D6 Ultrarapid Metabolizer 	Abnormal/Priority/High Risk
*1xN>2/*1xN>2	>4	CYP2D6 Ultrarapid Metabolizer 	Abnormal/Priority/High Risk
*1xN>2/*2x2	>4	CYP2D6 Ultrarapid Metabolizer 	Abnormal/Priority/High Risk
*1xN>2/*2xN>2	>4	CYP2D6 Ultrarapid Metabolizer 	Abnormal/Priority/High Risk
*1xN>2/*35x2	>4	CYP2D6 Ultrarapid Metabolizer 	Abnormal/Priority/High Risk
*1xN>2/*35xN>2	>4	CYP2D6 Ultrarapid Metabolizer 	Abnormal/Priority/High Risk
*1xN>2/*45x2	>4	CYP2D6 Ultrarapid Metabolizer 	Abnormal/Priority/High Risk
*1xN>2/*45xN>2	>4	CYP2D6 Ultrarapid Metabolizer 	Abnormal/Priority/High Risk
*2x2/*2xN>2	>4	CYP2D6 Ultrarapid Metabolizer 	Abnormal/Priority/High Risk
*2x2/*35xN>2	>4	CYP2D6 Ultrarapid Metabolizer 	Abnormal/Priority/High Risk
*2x2/*45xN>2	>4	CYP2D6 Ultrarapid Metabolizer 	Abnormal/Priority/High Risk
*2xN>2/*35x2	>4	CYP2D6 Ultrarapid Metabolizer 	Abnormal/Priority/High Risk
*2xN>2/*35xN>2	>4	CYP2D6 Ultrarapid Metabolizer 	Abnormal/Priority/High Risk
*2xN>2/*45x2	>4	CYP2D6 Ultrarapid Metabolizer 	Abnormal/Priority/High Risk
*2xN>2/*45xN>2	>4	CYP2D6 Ultrarapid Metabolizer 	Abnormal/Priority/High Risk
*35x2/*35xN>2	>4	CYP2D6 Ultrarapid Metabolizer 	Abnormal/Priority/High Risk
*35x2/*45xN>2	>4	CYP2D6 Ultrarapid Metabolizer 	Abnormal/Priority/High Risk
*35xN>2/*35xN>2	>4	CYP2D6 Ultrarapid Metabolizer 	Abnormal/Priority/High Risk
*35xN>2/*45x2	>4	CYP2D6 Ultrarapid Metabolizer 	Abnormal/Priority/High Risk
*35xN>2/*45xN>2	>4	CYP2D6 Ultrarapid Metabolizer 	Abnormal/Priority/High Risk
*45x2/*45xN>2	>4	CYP2D6 Ultrarapid Metabolizer 	Abnormal/Priority/High Risk
*45xN>2/*45xN>2	>4	CYP2D6 Ultrarapid Metabolizer 	Abnormal/Priority/High Risk
*1/*22	N/A	Indeterminate	none
*1/*23	N/A	Indeterminate	none
*1/*24	N/A	Indeterminate	none
*1/*25	N/A	Indeterminate	none
*1/*26	N/A	Indeterminate	none
*1/*28	N/A	Indeterminate	none
*1/*30	N/A	Indeterminate	none
*1/*32	N/A	Indeterminate	none
*1/*37	N/A	Indeterminate	none
*1/*43	N/A	Indeterminate	none
*1/*43xN	N/A	Indeterminate	none
*1/*52	N/A	Indeterminate	none
*1/*58	N/A	Indeterminate	none
*1/*61	N/A	Indeterminate	none
*1/*63	N/A	Indeterminate	none
*1/*64	N/A	Indeterminate	none
*1/*65	N/A	Indeterminate	none
*1/*70	N/A	Indeterminate	none
*1/*71	N/A	Indeterminate	none
*1/*73	N/A	Indeterminate	none
*1/*74	N/A	Indeterminate	none
*1/*75	N/A	Indeterminate	none
*1/*81	N/A	Indeterminate	none
*1/*82	N/A	Indeterminate	none
*1/*83	N/A	Indeterminate	none
*1/*85	N/A	Indeterminate	none
*1/*86	N/A	Indeterminate	none
*1/*87	N/A	Indeterminate	none
*1/*88	N/A	Indeterminate	none
*1/*89	N/A	Indeterminate	none
*1/*90	N/A	Indeterminate	none
*1/*91	N/A	Indeterminate	none
*1/*93	N/A	Indeterminate	none
*1/*94	N/A	Indeterminate	none
*1/*95	N/A	Indeterminate	none
*1/*97	N/A	Indeterminate	none
*1/*98	N/A	Indeterminate	none
*1/*102	N/A	Indeterminate	none
*1/*103	N/A	Indeterminate	none
*1/*104	N/A	Indeterminate	none
*1/*105	N/A	Indeterminate	none
*1/*106	N/A	Indeterminate	none
*1/*107	N/A	Indeterminate	none
*1/*108	N/A	Indeterminate	none
*1/*109	N/A	Indeterminate	none
*1/*110	N/A	Indeterminate	none
*1/*111	N/A	Indeterminate	none
*1/*112	N/A	Indeterminate	none
*1/*113	N/A	Indeterminate	none
*1x2/*22	N/A	Indeterminate	none
*1x2/*23	N/A	Indeterminate	none
*1x2/*24	N/A	Indeterminate	none
*1x2/*25	N/A	Indeterminate	none
*1x2/*26	N/A	Indeterminate	none
*1x2/*28	N/A	Indeterminate	none
*1x2/*30	N/A	Indeterminate	none
*1x2/*32	N/A	Indeterminate	none
*1x2/*37	N/A	Indeterminate	none
*1x2/*43	N/A	Indeterminate	none
*1x2/*43xN	N/A	Indeterminate	none
*1x2/*52	N/A	Indeterminate	none
*1x2/*58	N/A	Indeterminate	none
*1x2/*61	N/A	Indeterminate	none
*1x2/*63	N/A	Indeterminate	none
*1x2/*64	N/A	Indeterminate	none
*1x2/*65	N/A	Indeterminate	none
*1x2/*70	N/A	Indeterminate	none
*1x2/*71	N/A	Indeterminate	none
*1x2/*73	N/A	Indeterminate	none
*1x2/*74	N/A	Indeterminate	none
*1x2/*75	N/A	Indeterminate	none
*1x2/*81	N/A	Indeterminate	none
*1x2/*82	N/A	Indeterminate	none
*1x2/*83	N/A	Indeterminate	none
*1x2/*85	N/A	Indeterminate	none
*1x2/*86	N/A	Indeterminate	none
*1x2/*87	N/A	Indeterminate	none
*1x2/*88	N/A	Indeterminate	none
*1x2/*89	N/A	Indeterminate	none
*1x2/*90	N/A	Indeterminate	none
*1x2/*91	N/A	Indeterminate	none
*1x2/*93	N/A	Indeterminate	none
*1x2/*94	N/A	Indeterminate	none
*1x2/*95	N/A	Indeterminate	none
*1x2/*97	N/A	Indeterminate	none
*1x2/*98	N/A	Indeterminate	none
*1x2/*102	N/A	Indeterminate	none
*1x2/*103	N/A	Indeterminate	none
*1x2/*104	N/A	Indeterminate	none
*1x2/*105	N/A	Indeterminate	none
*1x2/*106	N/A	Indeterminate	none
*1x2/*107	N/A	Indeterminate	none
*1x2/*108	N/A	Indeterminate	none
*1x2/*109	N/A	Indeterminate	none
*1x2/*110	N/A	Indeterminate	none
*1x2/*111	N/A	Indeterminate	none
*1x2/*112	N/A	Indeterminate	none
*1x2/*113	N/A	Indeterminate	none
*1xN>2/*22	N/A	Indeterminate	none
*1xN>2/*23	N/A	Indeterminate	none
*1xN>2/*24	N/A	Indeterminate	none
*1xN>2/*25	N/A	Indeterminate	none
*1xN>2/*26	N/A	Indeterminate	none
*1xN>2/*28	N/A	Indeterminate	none
*1xN>2/*30	N/A	Indeterminate	none
*1xN>2/*32	N/A	Indeterminate	none
*1xN>2/*37	N/A	Indeterminate	none
*1xN>2/*43	N/A	Indeterminate	none
*1xN>2/*43xN	N/A	Indeterminate	none
*1xN>2/*52	N/A	Indeterminate	none
*1xN>2/*58	N/A	Indeterminate	none
*1xN>2/*61	N/A	Indeterminate	none
*1xN>2/*63	N/A	Indeterminate	none
*1xN>2/*64	N/A	Indeterminate	none
*1xN>2/*65	N/A	Indeterminate	none
*1xN>2/*70	N/A	Indeterminate	none
*1xN>2/*71	N/A	Indeterminate	none
*1xN>2/*73	N/A	Indeterminate	none
*1xN>2/*74	N/A	Indeterminate	none
*1xN>2/*75	N/A	Indeterminate	none
*1xN>2/*81	N/A	Indeterminate	none
*1xN>2/*82	N/A	Indeterminate	none
*1xN>2/*83	N/A	Indeterminate	none
*1xN>2/*85	N/A	Indeterminate	none
*1xN>2/*86	N/A	Indeterminate	none
*1xN>2/*87	N/A	Indeterminate	none
*1xN>2/*88	N/A	Indeterminate	none
*1xN>2/*89	N/A	Indeterminate	none
*1xN>2/*90	N/A	Indeterminate	none
*1xN>2/*91	N/A	Indeterminate	none
*1xN>2/*93	N/A	Indeterminate	none
*1xN>2/*94	N/A	Indeterminate	none
*1xN>2/*95	N/A	Indeterminate	none
*1xN>2/*97	N/A	Indeterminate	none
*1xN>2/*98	N/A	Indeterminate	none
*1xN>2/*102	N/A	Indeterminate	none
*1xN>2/*103	N/A	Indeterminate	none
*1xN>2/*104	N/A	Indeterminate	none
*1xN>2/*105	N/A	Indeterminate	none
*1xN>2/*106	N/A	Indeterminate	none
*1xN>2/*107	N/A	Indeterminate	none
*1xN>2/*108	N/A	Indeterminate	none
*1xN>2/*109	N/A	Indeterminate	none
*1xN>2/*110	N/A	Indeterminate	none
*1xN>2/*111	N/A	Indeterminate	none
*1xN>2/*112	N/A	Indeterminate	none
*1xN>2/*113	N/A	Indeterminate	none
*2 /*22	N/A	Indeterminate	none
*2 /*23	N/A	Indeterminate	none
*2 /*24	N/A	Indeterminate	none
*2 /*25	N/A	Indeterminate	none
*2 /*26	N/A	Indeterminate	none
*2 /*28	N/A	Indeterminate	none
*2 /*30	N/A	Indeterminate	none
*2 /*32	N/A	Indeterminate	none
*2 /*37	N/A	Indeterminate	none
*2 /*43	N/A	Indeterminate	none
*2 /*43xN	N/A	Indeterminate	none
*2 /*52	N/A	Indeterminate	none
*2 /*58	N/A	Indeterminate	none
*2 /*61	N/A	Indeterminate	none
*2 /*63	N/A	Indeterminate	none
*2 /*64	N/A	Indeterminate	none
*2 /*65	N/A	Indeterminate	none
*2 /*70	N/A	Indeterminate	none
*2 /*71	N/A	Indeterminate	none
*2 /*73	N/A	Indeterminate	none
*2 /*74	N/A	Indeterminate	none
*2 /*75	N/A	Indeterminate	none
*2 /*81	N/A	Indeterminate	none
*2 /*82	N/A	Indeterminate	none
*2 /*83	N/A	Indeterminate	none
*2 /*85	N/A	Indeterminate	none
*2 /*86	N/A	Indeterminate	none
*2 /*87	N/A	Indeterminate	none
*2 /*88	N/A	Indeterminate	none
*2 /*89	N/A	Indeterminate	none
*2 /*90	N/A	Indeterminate	none
*2 /*91	N/A	Indeterminate	none
*2 /*93	N/A	Indeterminate	none
*2 /*94	N/A	Indeterminate	none
*2 /*95	N/A	Indeterminate	none
*2 /*97	N/A	Indeterminate	none
*2 /*98	N/A	Indeterminate	none
*2 /*102	N/A	Indeterminate	none
*2 /*103	N/A	Indeterminate	none
*2 /*104	N/A	Indeterminate	none
*2 /*105	N/A	Indeterminate	none
*2 /*106	N/A	Indeterminate	none
 *2/*107	N/A	Indeterminate	none
*2/*108	N/A	Indeterminate	none
*2/*109	N/A	Indeterminate	none
*2/*110	N/A	Indeterminate	none
*2/*111	N/A	Indeterminate	none
*2/*112	N/A	Indeterminate	none
*2/*113	N/A	Indeterminate	none
*2x2/*22	N/A	Indeterminate	none
*2x2/*23	N/A	Indeterminate	none
*2x2/*24	N/A	Indeterminate	none
*2x2/*25	N/A	Indeterminate	none
*2x2/*26	N/A	Indeterminate	none
*2x2/*28	N/A	Indeterminate	none
*2x2/*30	N/A	Indeterminate	none
*2x2/*32	N/A	Indeterminate	none
*2x2/*37	N/A	Indeterminate	none
*2x2/*43	N/A	Indeterminate	none
*2x2/*43xN	N/A	Indeterminate	none
*2x2/*52	N/A	Indeterminate	none
*2x2/*58	N/A	Indeterminate	none
*2x2/*61	N/A	Indeterminate	none
*2x2/*63	N/A	Indeterminate	none
*2x2/*64	N/A	Indeterminate	none
*2x2/*65	N/A	Indeterminate	none
*2x2/*70	N/A	Indeterminate	none
*2x2/*71	N/A	Indeterminate	none
*2x2/*73	N/A	Indeterminate	none
*2x2/*74	N/A	Indeterminate	none
*2x2/*75	N/A	Indeterminate	none
*2x2/*81	N/A	Indeterminate	none
*2x2/*82	N/A	Indeterminate	none
*2x2/*83	N/A	Indeterminate	none
*2x2/*85	N/A	Indeterminate	none
*2x2/*86	N/A	Indeterminate	none
*2x2/*87	N/A	Indeterminate	none
*2x2/*88	N/A	Indeterminate	none
*2x2/*89	N/A	Indeterminate	none
*2x2/*90	N/A	Indeterminate	none
*2x2/*91	N/A	Indeterminate	none
*2x2/*93	N/A	Indeterminate	none
*2x2/*94	N/A	Indeterminate	none
*2x2/*95	N/A	Indeterminate	none
*2x2/*97	N/A	Indeterminate	none
*2x2/*98	N/A	Indeterminate	none
*2x2/*102	N/A	Indeterminate	none
*2x2/*103	N/A	Indeterminate	none
*2x2/*104	N/A	Indeterminate	none
*2x2/*105	N/A	Indeterminate	none
*2x2/*106	N/A	Indeterminate	none
*2x2/*107	N/A	Indeterminate	none
*2x2/*108	N/A	Indeterminate	none
*2x2/*109	N/A	Indeterminate	none
*2x2/*110	N/A	Indeterminate	none
*2x2/*111	N/A	Indeterminate	none
*2x2/*112	N/A	Indeterminate	none
*2x2/*113	N/A	Indeterminate	none
*2xN>2/*22	N/A	Indeterminate	none
*2xN>2/*23	N/A	Indeterminate	none
*2xN>2/*24	N/A	Indeterminate	none
*2xN>2/*25	N/A	Indeterminate	none
*2xN>2/*26	N/A	Indeterminate	none
*2xN>2/*28	N/A	Indeterminate	none
*2xN>2/*30	N/A	Indeterminate	none
*2xN>2/*32	N/A	Indeterminate	none
*2xN>2/*37	N/A	Indeterminate	none
*2xN>2/*43	N/A	Indeterminate	none
*2xN>2/*52	N/A	Indeterminate	none
*2xN>2/*58	N/A	Indeterminate	none
*2xN>2/*61	N/A	Indeterminate	none
*2xN>2/*63	N/A	Indeterminate	none
*2xN>2/*64	N/A	Indeterminate	none
*2xN>2/*65	N/A	Indeterminate	none
*2xN>2/*70	N/A	Indeterminate	none
*2xN>2/*71	N/A	Indeterminate	none
*2xN>2/*73	N/A	Indeterminate	none
*2xN>2/*74	N/A	Indeterminate	none
*2xN>2/*75	N/A	Indeterminate	none
*2xN>2/*81	N/A	Indeterminate	none
*2xN>2/*82	N/A	Indeterminate	none
*2xN>2/*83	N/A	Indeterminate	none
*2xN>2/*85	N/A	Indeterminate	none
*2xN>2/*86	N/A	Indeterminate	none
*2xN>2/*87	N/A	Indeterminate	none
*2xN>2/*88	N/A	Indeterminate	none
*2xN>2/*89	N/A	Indeterminate	none
*2xN>2/*90	N/A	Indeterminate	none
*2xN>2/*91	N/A	Indeterminate	none
*2xN>2/*93	N/A	Indeterminate	none
*2xN>2/*94	N/A	Indeterminate	none
*2xN>2/*95	N/A	Indeterminate	none
*2xN>2/*97	N/A	Indeterminate	none
*2xN>2/*98	N/A	Indeterminate	none
*2xN>2/*102	N/A	Indeterminate	none
*2xN>2/*103	N/A	Indeterminate	none
*2xN>2/*104	N/A	Indeterminate	none
*2xN>2/*106	N/A	Indeterminate	none
*2xN>2/*105	N/A	Indeterminate	none
*2xN>2/*106	N/A	Indeterminate	none
*2xN>2/*107	N/A	Indeterminate	none
*2xN>2/*108	N/A	Indeterminate	none
*2xN>2/*109	N/A	Indeterminate	none
*2xN>2/*110	N/A	Indeterminate	none
*2xN>2/*111	N/A	Indeterminate	none
*2xN>2/*112	N/A	Indeterminate	none
*2xN>2/*113	N/A	Indeterminate	none
*3/*22	N/A	Indeterminate	none
*3/*23	N/A	Indeterminate	none
*3/*24	N/A	Indeterminate	none
*3/*25	N/A	Indeterminate	none
*3/*26	N/A	Indeterminate	none
*3/*28	N/A	Indeterminate	none
*3/*30	N/A	Indeterminate	none
*3/*32	N/A	Indeterminate	none
*3/*37	N/A	Indeterminate	none
*3/*43	N/A	Indeterminate	none
*3/*43xN	N/A	Indeterminate	none
*3/*52	N/A	Indeterminate	none
*3/*58	N/A	Indeterminate	none
*3/*61	N/A	Indeterminate	none
*3/*63	N/A	Indeterminate	none
*3/*64	N/A	Indeterminate	none
*3/*65	N/A	Indeterminate	none
*3/*70	N/A	Indeterminate	none
*3/*71	N/A	Indeterminate	none
*3/*73	N/A	Indeterminate	none
*3/*74	N/A	Indeterminate	none
*3/*75	N/A	Indeterminate	none
*3/*81	N/A	Indeterminate	none
*3/*82	N/A	Indeterminate	none
*3/*83	N/A	Indeterminate	none
*3/*85	N/A	Indeterminate	none
*3/*86	N/A	Indeterminate	none
*3/*87	N/A	Indeterminate	none
*3/*88	N/A	Indeterminate	none
*3/*89	N/A	Indeterminate	none
*3/*90	N/A	Indeterminate	none
*3/*91	N/A	Indeterminate	none
*3/*93	N/A	Indeterminate	none
*3/*94	N/A	Indeterminate	none
*3/*95	N/A	Indeterminate	none
*3/*97	N/A	Indeterminate	none
*3/*98	N/A	Indeterminate	none
*3/*102	N/A	Indeterminate	none
*3/*103	N/A	Indeterminate	none
*3/*104	N/A	Indeterminate	none
*3/*105	N/A	Indeterminate	none
*3/*106	N/A	Indeterminate	none
*3/*107	N/A	Indeterminate	none
*3/*108	N/A	Indeterminate	none
*3/*109	N/A	Indeterminate	none
*3/*110	N/A	Indeterminate	none
*3/*111	N/A	Indeterminate	none
*3/*112	N/A	Indeterminate	none
*3/*113	N/A	Indeterminate	none
*3xN/*22	N/A	Indeterminate	none
*3xN/*23	N/A	Indeterminate	none
*3xN/*24	N/A	Indeterminate	none
*3xN/*25	N/A	Indeterminate	none
*3xN/*26	N/A	Indeterminate	none
*3xN/*28	N/A	Indeterminate	none
*3xN/*30	N/A	Indeterminate	none
*3xN/*32	N/A	Indeterminate	none
*3xN/*37	N/A	Indeterminate	none
*3xN/*43	N/A	Indeterminate	none
*3xN/*43xN	N/A	Indeterminate	none
*3xN/*52	N/A	Indeterminate	none
*3xN/*58	N/A	Indeterminate	none
*3xN/*61	N/A	Indeterminate	none
*3xN/*63	N/A	Indeterminate	none
*3xN/*64	N/A	Indeterminate	none
*3xN/*65	N/A	Indeterminate	none
*3xN/*70	N/A	Indeterminate	none
*3xN/*71	N/A	Indeterminate	none
*3xN/*73	N/A	Indeterminate	none
*3xN/*74	N/A	Indeterminate	none
*3xN/*75	N/A	Indeterminate	none
*3xN/*81	N/A	Indeterminate	none
*3xN/*82	N/A	Indeterminate	none
*3xN/*83	N/A	Indeterminate	none
*3xN/*85	N/A	Indeterminate	none
*3xN/*86	N/A	Indeterminate	none
*3xN/*87	N/A	Indeterminate	none
*3xN/*88	N/A	Indeterminate	none
*3xN/*89	N/A	Indeterminate	none
*3xN/*90	N/A	Indeterminate	none
*3xN/*91	N/A	Indeterminate	none
*3xN/*93	N/A	Indeterminate	none
*3xN/*94	N/A	Indeterminate	none
*3xN/*95	N/A	Indeterminate	none
*3xN/*97	N/A	Indeterminate	none
*3xN/*98	N/A	Indeterminate	none
*3xN/*102	N/A	Indeterminate	none
*3xN/*103	N/A	Indeterminate	none
*3xN/*104	N/A	Indeterminate	none
*3xN/*105	N/A	Indeterminate	none
*3xN/*106	N/A	Indeterminate	none
*3xN/*107	N/A	Indeterminate	none
*3xN/*108	N/A	Indeterminate	none
*3xN/*109	N/A	Indeterminate	none
*3xN/*110	N/A	Indeterminate	none
*3xN/*111	N/A	Indeterminate	none
*3xN/*112	N/A	Indeterminate	none
*3xN/*113	N/A	Indeterminate	none
*4/*22	N/A	Indeterminate	none
*4/*23	N/A	Indeterminate	none
*4/*24	N/A	Indeterminate	none
*4/*25	N/A	Indeterminate	none
*4/*26	N/A	Indeterminate	none
*4/*28	N/A	Indeterminate	none
*4/*30	N/A	Indeterminate	none
*4/*32	N/A	Indeterminate	none
*4/*37	N/A	Indeterminate	none
*4/*43	N/A	Indeterminate	none
*4/*43xN	N/A	Indeterminate	none
*4/*52	N/A	Indeterminate	none
*4/*58	N/A	Indeterminate	none
*4/*61	N/A	Indeterminate	none
*4/*63	N/A	Indeterminate	none
*4/*64	N/A	Indeterminate	none
*4/*65	N/A	Indeterminate	none
*4/*70	N/A	Indeterminate	none
*4/*71	N/A	Indeterminate	none
*4/*73	N/A	Indeterminate	none
*4/*74	N/A	Indeterminate	none
*4/*75	N/A	Indeterminate	none
*4/*81	N/A	Indeterminate	none
*4/*82	N/A	Indeterminate	none
*4/*83	N/A	Indeterminate	none
*4/*85	N/A	Indeterminate	none
*4/*86	N/A	Indeterminate	none
*4/*87	N/A	Indeterminate	none
*4/*88	N/A	Indeterminate	none
*4/*89	N/A	Indeterminate	none
*4/*90	N/A	Indeterminate	none
*4/*91	N/A	Indeterminate	none
*4/*93	N/A	Indeterminate	none
*4/*94	N/A	Indeterminate	none
*4/*95	N/A	Indeterminate	none
*4/*97	N/A	Indeterminate	none
*4/*98	N/A	Indeterminate	none
*4/*102	N/A	Indeterminate	none
*4/*103	N/A	Indeterminate	none
*4/*104	N/A	Indeterminate	none
*4/*105	N/A	Indeterminate	none
*4/*106	N/A	Indeterminate	none
*4/*107	N/A	Indeterminate	none
*4/*108	N/A	Indeterminate	none
*4/*109	N/A	Indeterminate	none
*4/*110	N/A	Indeterminate	none
*4/*111	N/A	Indeterminate	none
*4/*112	N/A	Indeterminate	none
*4/*113	N/A	Indeterminate	none
*4xN/*22	N/A	Indeterminate	none
*4xN/*23	N/A	Indeterminate	none
*4xN/*24	N/A	Indeterminate	none
*4xN/*25	N/A	Indeterminate	none
*4xN/*26	N/A	Indeterminate	none
*4xN/*28	N/A	Indeterminate	none
*4xN/*30	N/A	Indeterminate	none
*4xN/*32	N/A	Indeterminate	none
*4xN/*37	N/A	Indeterminate	none
*4xN/*43	N/A	Indeterminate	none
*4xN/*43xN	N/A	Indeterminate	none
*4xN/*52	N/A	Indeterminate	none
*4xN/*58	N/A	Indeterminate	none
*4xN/*61	N/A	Indeterminate	none
*4xN/*63	N/A	Indeterminate	none
*4xN/*64	N/A	Indeterminate	none
*4xN/*65	N/A	Indeterminate	none
*4xN/*70	N/A	Indeterminate	none
*4xN/*71	N/A	Indeterminate	none
*4xN/*73	N/A	Indeterminate	none
*4xN/*74	N/A	Indeterminate	none
*4xN/*75	N/A	Indeterminate	none
*4xN/*81	N/A	Indeterminate	none
*4xN/*82	N/A	Indeterminate	none
*4xN/*83	N/A	Indeterminate	none
*4xN/*85	N/A	Indeterminate	none
*4xN/*86	N/A	Indeterminate	none
*4xN/*87	N/A	Indeterminate	none
*4xN/*88	N/A	Indeterminate	none
*4xN/*89	N/A	Indeterminate	none
*4xN/*90	N/A	Indeterminate	none
*4xN/*91	N/A	Indeterminate	none
*4xN/*93	N/A	Indeterminate	none
*4xN/*94	N/A	Indeterminate	none
*4xN/*95	N/A	Indeterminate	none
*4xN/*97	N/A	Indeterminate	none
*4xN/*98	N/A	Indeterminate	none
*4xN/*102	N/A	Indeterminate	none
*4xN/*103	N/A	Indeterminate	none
*4xN/*104	N/A	Indeterminate	none
*4xN/*105	N/A	Indeterminate	none
*4xN/*106	N/A	Indeterminate	none
*4xN/*107	N/A	Indeterminate	none
*4xN/*108	N/A	Indeterminate	none
*4xN/*109	N/A	Indeterminate	none
*4xN/*110	N/A	Indeterminate	none
*4xN/*111	N/A	Indeterminate	none
*4xN/*112	N/A	Indeterminate	none
*4xN/*113	N/A	Indeterminate	none
*5/*22	N/A	Indeterminate	none
*5/*23	N/A	Indeterminate	none
*5/*24	N/A	Indeterminate	none
*5/*25	N/A	Indeterminate	none
*5/*26	N/A	Indeterminate	none
*5/*28	N/A	Indeterminate	none
*5/*30	N/A	Indeterminate	none
*5/*32	N/A	Indeterminate	none
*5/*37	N/A	Indeterminate	none
*5/*43	N/A	Indeterminate	none
*5/*43xN	N/A	Indeterminate	none
*5/*52	N/A	Indeterminate	none
*5/*58	N/A	Indeterminate	none
*5/*61	N/A	Indeterminate	none
*5/*63	N/A	Indeterminate	none
*5/*64	N/A	Indeterminate	none
*5/*65	N/A	Indeterminate	none
*5/*70	N/A	Indeterminate	none
*5/*71	N/A	Indeterminate	none
*5/*73	N/A	Indeterminate	none
*5/*74	N/A	Indeterminate	none
*5/*75	N/A	Indeterminate	none
*5/*81	N/A	Indeterminate	none
*5/*82	N/A	Indeterminate	none
*5/*83	N/A	Indeterminate	none
*5/*85	N/A	Indeterminate	none
*5/*86	N/A	Indeterminate	none
*5/*87	N/A	Indeterminate	none
*5/*88	N/A	Indeterminate	none
*5/*89	N/A	Indeterminate	none
*5/*90	N/A	Indeterminate	none
*5/*91	N/A	Indeterminate	none
*5/*93	N/A	Indeterminate	none
*5/*94	N/A	Indeterminate	none
*5/*95	N/A	Indeterminate	none
*5/*97	N/A	Indeterminate	none
*5/*98	N/A	Indeterminate	none
*5/*102	N/A	Indeterminate	none
*5/*103	N/A	Indeterminate	none
*5/*104	N/A	Indeterminate	none
*5/*105	N/A	Indeterminate	none
*5/*106	N/A	Indeterminate	none
*5/*107	N/A	Indeterminate	none
*5/*108	N/A	Indeterminate	none
*5/*109	N/A	Indeterminate	none
*5/*110	N/A	Indeterminate	none
*5/*111	N/A	Indeterminate	none
*5/*112	N/A	Indeterminate	none
*5/*113	N/A	Indeterminate	none
*6/*22	N/A	Indeterminate	none
*6/*23	N/A	Indeterminate	none
*6/*24	N/A	Indeterminate	none
*6/*25	N/A	Indeterminate	none
*6/*26	N/A	Indeterminate	none
*6/*28	N/A	Indeterminate	none
*6/*30	N/A	Indeterminate	none
*6/*32	N/A	Indeterminate	none
*6/*37	N/A	Indeterminate	none
*6/*43	N/A	Indeterminate	none
*6/*43xN	N/A	Indeterminate	none
*6/*52	N/A	Indeterminate	none
*6/*58	N/A	Indeterminate	none
*6/*61	N/A	Indeterminate	none
*6/*63	N/A	Indeterminate	none
*6/*64	N/A	Indeterminate	none
*6/*65	N/A	Indeterminate	none
*6/*70	N/A	Indeterminate	none
*6/*71	N/A	Indeterminate	none
*6/*73	N/A	Indeterminate	none
*6/*74	N/A	Indeterminate	none
*6/*75	N/A	Indeterminate	none
*6/*81	N/A	Indeterminate	none
*6/*82	N/A	Indeterminate	none
*6/*83	N/A	Indeterminate	none
*6/*85	N/A	Indeterminate	none
*6/*86	N/A	Indeterminate	none
*6/*87	N/A	Indeterminate	none
*6/*88	N/A	Indeterminate	none
*6/*89	N/A	Indeterminate	none
*6/*90	N/A	Indeterminate	none
*6/*91	N/A	Indeterminate	none
*6/*93	N/A	Indeterminate	none
*6/*94	N/A	Indeterminate	none
*6/*95	N/A	Indeterminate	none
*6/*97	N/A	Indeterminate	none
*6/*98	N/A	Indeterminate	none
*6/*102	N/A	Indeterminate	none
*6/*103	N/A	Indeterminate	none
*6/*104	N/A	Indeterminate	none
*6/*105	N/A	Indeterminate	none
*6/*106	N/A	Indeterminate	none
*6/*107	N/A	Indeterminate	none
*6/*108	N/A	Indeterminate	none
*6/*109	N/A	Indeterminate	none
*6/*110	N/A	Indeterminate	none
*6/*111	N/A	Indeterminate	none
*6/*112	N/A	Indeterminate	none
*6/*113	N/A	Indeterminate	none
*6xN/*22	N/A	Indeterminate	none
*6xN/*23	N/A	Indeterminate	none
*6xN/*24	N/A	Indeterminate	none
*6xN/*25	N/A	Indeterminate	none
*6xN/*26	N/A	Indeterminate	none
*6xN/*28	N/A	Indeterminate	none
*6xN/*30	N/A	Indeterminate	none
*6xN/*32	N/A	Indeterminate	none
*6xN/*37	N/A	Indeterminate	none
*6xN/*43	N/A	Indeterminate	none
*6xN/*43xN	N/A	Indeterminate	none
*6xN/*52	N/A	Indeterminate	none
*6xN/*58	N/A	Indeterminate	none
*6xN/*61	N/A	Indeterminate	none
*6xN/*63	N/A	Indeterminate	none
*6xN/*64	N/A	Indeterminate	none
*6xN/*65	N/A	Indeterminate	none
*6xN/*70	N/A	Indeterminate	none
*6xN/*71	N/A	Indeterminate	none
*6xN/*73	N/A	Indeterminate	none
*6xN/*74	N/A	Indeterminate	none
*6xN/*75	N/A	Indeterminate	none
*6xN/*81	N/A	Indeterminate	none
*6xN/*82	N/A	Indeterminate	none
*6xN/*83	N/A	Indeterminate	none
*6xN/*85	N/A	Indeterminate	none
*6xN/*86	N/A	Indeterminate	none
*6xN/*87	N/A	Indeterminate	none
*6xN/*88	N/A	Indeterminate	none
*6xN/*89	N/A	Indeterminate	none
*6xN/*90	N/A	Indeterminate	none
*6xN/*91	N/A	Indeterminate	none
*6xN/*93	N/A	Indeterminate	none
